Date Posted,Title,Journal,Authors,Link,Abstract,Text,Twitter
"February 20, 2015",The In Silico Genotyper (ISG): an open-source pipeline to rapidly identify and annotate nucleotide variants for comparative genomics applications,Pre print,"[(Sahl, Jason W,  Northern Arizona University), (Beckstrom-Sternberg, Stephen M,  Northern Arizona University), (Babic-Sternberg, James,  Northern Arizona University), (Gillece, John D,  Translational Genomics Research Institute), (Hepp, Crystal M,  Northern Arizona University), (Auerbach, Raymond K,  Stanford University School of Medicine), (Tembe, Waibhav,  Formerly at Translational Genomics Research Institute), (Wagner, David M,  Northern Arizona University), (Keim, Paul S,  Northern Arizona University), (Pearson, Talima,  Northern Arizona University)]",https://doi.org/10.1101/015578 ,"The identification and annotation of nucleotide variants, including insertions/deletions and single nucleotide polymorphisms (SNPs), from whole genome sequence data is important for studies of bacterial evolution, comparative genomics, and phylogeography. The in silico Genotyper (ISG) represents a parallel, tested, open source tool that can perform these functions and scales well to thousands of bacterial genomes. ISG is written in Java and requires MUMmer (Delcher, et al., 2003), BWA (Li and Durbin, 2009), and GATK (McKenna, et al., 2010) for full functionality.  The source code and compiled binaries are freely available from https://github.com/TGenNorth/ISGPipeline under a GNU General Public License. Benchmark comparisons demonstrate that ISG is faster and more flexible than comparable tools.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print420.pdf,"[( 28 Feb 2015 , 1), ( 21 Feb 2015 , 3), ( 22 Feb 2015 , 5), ( 24 Feb 2015 , 5)]"
"February 20, 2015",The Use of Distributions in SBML Models,Pre print,"[(Sauro, Herbert M,  University of Washington), (Smith, Lucian,  University of Washington)]",https://doi.org/10.1101/015503 ,"In this technical note we describe modifications to Antimony (Biochemical model specification language) that allows modelers to use the SBML distributions package. In addition the article describes best practice for using distributions, including when they should and should not be used.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print421.pdf,"[( 20 Feb 2015 , 3)]"
"February 20, 2015",Directional variation in evolution: consequences for the fitness landscape metaphor,Pre print,"[(Gerlee, Philip,  Chalmers University of Technology)]",https://doi.org/10.1101/015529 ,"The concept of a fitness landscape, which describes the relation between genotype (or phenotype) and fitness as a surface on which the population climbs uphill towards local peaks, is a central conceptual tool in evolutionary biology. Inherent in this metaphor is the assumption that the distance between any two points can be defined in the same way as for Euclidean space. However, many of the processes which generate genetic variation, such as gene duplication and lateral gene transfer, are not symmetric by nature, but occur more readily in one direction than the other. This asymmetry is also found in phenotypes, for reasons associated with the genotype-phenotype map and developmental constraints. This article provides an overview of these processes and suggest how existing methods can be used for incorporating these asymmetric processes when visualising fitness landscapes.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print422.pdf,"[( 20 Feb 2015 , 7), ( 21 Feb 2015 , 1), ( 27 Feb 2015 , 1)]"
"February 20, 2015",SHAPE directed RNA folding,Bioinformatics,"[(Luntzer, Dominik,  University of Vienna, Institute for Theoretical Chemistry), (Lorenz, Ronny,  University of Vienna, Institute for Theoretical Chemistry), (Hofacker, Ivo L,  University of Vienna, Institute for Theoretical Chemistry), (Stadler, Peter F,  University of Leipzig, Bioinformatics, Department of Computer Science), (Wolfinger, Michael T.,  University of Vienna, Austria)]",https://doi.org/10.1101/015537 ,"Summary: 
Chemical mapping experiments allow for nucleotide resolution assessment of RNA structure. We demonstrate that different strategies of integrating probing data with thermodynamics- based RNA secondary structure prediction algorithms can be implemented by means of soft constraints. This amounts to incorporating suitable pseudo-energies into the standard energy model for RNA secondary structures. As a showcase application for this new feature of the ViennaRNA Package we compare three distinct, previously published strategies to utilize SHAPE reactivities for structure prediction. The new tool is benchmarked on a set of RNAs with known reference structure.

Availability and implementation: 
The capability for SHAPE directed RNA folding is part of the upcoming release of the ViennaRNA Package 2.2, for which a preliminary release is already freely available at http://www.tbi.univie.ac.at/RNA.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Bioinformatics/Bioinformatics31.pdf,"[( 20 Feb 2015 , 7), ( 21 Feb 2015 , 1)]"
"February 19, 2015",Differential Evolution Approach to Detect Recent Admixture,BMC Genomics,"[(Kozlov, Konstantin,  St.Petersburg State Polytechnical University), (Chebotarov, Dmitry,  IRRI), (Hassan, Mehedi,  University of South Wales), (Triska, Petr,  Instituto de Patologia e Imunologia Molecular da Universidade do Porto (IPATIMUP)), (Flegontov, Martin,  USC), (Tatarinova, Pavel,  University of Ostrava)]",https://doi.org/10.1101/015446 ,"The genetic structure of human populations is extraordinarily complex and of fundamental importance to studies of anthropology, evolution, and medicine. As increasingly many individuals are of mixed origin, there is an unmet need for tools that can infer multiple origins. Misclassification of such individuals can lead to incorrect and costly misinterpretations of genomic data, primarily in disease studies and drug trials. We present an advanced tool to infer ancestry that can identify the biogeographic origins of highly mixed individuals. reAdmix can incorporate individual's knowledge of ancestors (e.g. having some ancestors from Turkey or a Scottish grandmother). reAdmix is an online tool available at http://chcb.saban-chla.usc.edu/reAdmix/.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/BMC Genomics/BMC Genomics15.pdf,"[( 20 Feb 2015 , 4), ( 19 Feb 2015 , 5)]"
"February 26, 2015",Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii,Genome Research,"[(Ness, Rob W,  University of Edinburgh), (Morgan, Andrew D,  University of Edinburgh), (Vasanthakrishnan, Radhakrishnan B,  University of Edinburgh), (Colegrave, Nick,  University of Edinburgh), (Keightley, Peter D,  University of Edinburgh)]",https://doi.org/10.1101/015693 ,"Describing the process of spontaneous mutation is fundamental for understanding the genetic basis of disease, the threat posed by declining population size in conservation biology, and in much evolutionary biology. However, directly studying spontaneous mutation is difficult because of the rarity of de novo mutations. Mutation accumulation (MA) experiments overcome this by allowing mutations to build up over many generations in the near absence of natural selection. In this study, we sequenced the genomes of 85 MA lines derived from six genetically diverse wild strains of the green alga Chlamydomonas reinhardtii. We identified 6,843 spontaneous mutations, more than any other study of spontaneous mutation. We observed seven-fold variation in the mutation rate among strains and that mutator genotypes arose, increasing the mutation rate dramatically in some replicates. We also found evidence for fine-scale heterogeneity in the mutation rate, driven largely by the sequence flanking mutated sites, and by clusters of multiple mutations at closely linked sites. There was little evidence, however, for mutation rate heterogeneity between chromosomes or over large genomic regions of 200Kbp. Using logistic regression, we generated a predictive model of the mutability of sites based on their genomic properties, including local GC content, gene expression level and local sequence context. Our model accurately predicted the average mutation rate and natural levels of genetic diversity of sites across the genome. Notably, trinucleotides vary 17-fold in rate between the most mutable and least mutable sites. Our results uncover a rich heterogeneity in the process of spontaneous mutation both among individuals and across the genome.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Genome Research/Genome Research15.pdf,"[( 28 Feb 2015 , 3), ( 26 Feb 2015 , 5)]"
"February 26, 2015",Restoration of Sp4 in forebrain GABAergic neurons rescues hypersensitivity to ketamine in Sp4 hypomorphic mice,International Journal of Neuropsychopharmacology,"[(Higa, Kerin K,  UCSD), (Ji, Baohu,  UCSD), (Buell, Mahalah R,  UCSD), (Victoria, Risbrough B,  UCSD), (Powell, Susan B,  UCSD), (Young, Jared W,  UCSD), (Geyer, Mark A,  UCSD), (Zhou, Xianjin,  University of California San Diego)]",https://doi.org/10.1101/015677 ,"Ketamine produces schizophrenia-like behavioral phenotypes in healthy people.  Prolonged ketamine effects and exacerbation of symptoms were observed in schizophrenia patients after administration of ketamine.  More recently, ketamine has been used as a potent antidepressant to treat patients with major depression.  The genes and neurons that regulate behavioral responses to ketamine, however, remain poorly understood.  Our previous studies found that Sp4 hypomorphic mice displayed several behavioral phenotypes relevant to psychiatric disorders, consistent with human SP4 gene associations with schizophrenia, bipolar, and major depression.  Among those behavioral phenotypes, hypersensitivity to ketamine-induced hyperlocomotion has been observed in Sp4 hypomorphic mice.  Here, we report differential genetic restoration of Sp4 expression in forebrain excitatory neurons or GABAergic neurons in Sp4 hypomorphic mice and the effects of these restorations on different behavioral phenotypes.  Restoration of Sp4 in forebrain excitatory neurons did not rescue deficient sensorimotor gating, fear learning, or ketamine-induced hyperlocomotion.  Restoration of Sp4 in forebrain GABAergic neurons, however, rescued ketamine-induced hyperlocomotion, but did not rescue deficient sensorimotor gating or fear learning.   Our studies suggest that the Sp4 gene in forebrain GABAergic neurons plays an essential role in regulating some behavioral responses to ketamine.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/International Journal of Neuropsychopharmacology/International Journal of Neuropsychopharmacology1.pdf,"[( 26 Feb 2015 , 3)]"
"February 26, 2015",Catch me if you can: Adaptation from standing genetic variation to a moving phenotypic optimum,Genetics,"[(Matuszewski, Sebastian,  ??cole polytechnique f??d??ral de Lausanne (EPFL), Switzerland), (Hermisson, Joachim,  University of Vienna, Austria), (Kopp, Michael,  Aix-Marseille University, France)]",https://doi.org/10.1101/015685 ,"Adaptation lies at the heart of Darwinian evolution. Accordingly, numerous studies have tried to provide a formal framework for the description of the adaptive process. Out of these, two complementary modelling approaches have emerged: While so-called adaptive-walk models consider adaptation from the successive fixation of de-novo mutations only, quantitative genetic models assume that adaptation proceeds exclusively from pre-existing standing genetic variation. The latter approach, however, has focused on short-term evolution of population means and variances rather than on the statistical properties of adaptive substitutions.
Our aim is to combine these two approaches by describing the ecological and genetic factors that determine the genetic basis of adaptation from standing genetic variation in terms of the effect-size distribution of individual alleles. Specifically, we consider the evolution of a quantitative trait to a gradually changing environment.
By means of analytical approximations, we derive the distribution of adaptive substitutions from standing genetic variation, that is, the distribution of
the phenotypic effects of those alleles from the standing variation that become fixed during adaptation. Our results are checked against individual-based simulations.
We find that, compared to adaptation from de-novo mutations, (i) adaptation from standing variation proceeds by the fixation of more alleles of small effect; (ii) populations that adapt from standing genetic variation can traverse larger distances in phenotype space and, thus, have a higher potential for adaptation if the rate of environmental change is fast rather than slow.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Genetics/Genetics16.pdf,"[( 05 Mar 2015 , 1), ( 26 Feb 2015 , 6)]"
"February 25, 2015",Disturbance opens recruitment sites for bacterial colonization in activated sludge,Environmental Microbiology,"[(Vuono, David,  Colorado School of Mines), (Munakata Marr, Junko,  Colorado School of Mines), (Spear, John,  Colorado School of Mines), (Drewes, Jörg,  Technical University of Munich)]",https://doi.org/10.1101/014456 ,"Little is known about the role of immigration in shaping bacterial communities or the factors that may dictate success or failure of colonization by bacteria from regional species pools. To address these knowledge gaps, the influence of bacterial colonization into an ecosystem (activated sludge bioreactor) was measured through a disturbance gradient (successive decreases in the parameter solids retention time) relative to stable operational conditions. Through a DNA sequencing approach, we show that the most abundant bacteria within the immigrant community have a greater probability of colonizing the receiving ecosystem, but mostly as low abundance community members. Only during the disturbance do some of these bacterial populations significantly increase in abundance beyond background levels and in few cases become dominant community members post-disturbance. Two mechanisms facilitate the enhanced enrichment of immigrant populations during disturbance: 1) the availability of resources left unconsumed by established species and 2) the increased availability of niche space for colonizers to establish and displace resident populations. Thus, as a disturbance decreases local diversity, recruitment sites become available to promote colonization. This work advances our understanding of microbial resource management and diversity maintenance in complex ecosystems.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Environmental Microbiology/Environmental Microbiology1.pdf,"[( 27 Jan 2015 , 1), ( 24 Mar 2015 , 1), ( 28 Jan 2015 , 3), ( 25 Feb 2015 , 2), ( 26 Feb 2015 , 2)]"
"February 24, 2015",Quality assessment for different haplotyping methods and GWAS sensitivity to phasing errors,Pre print,"[(Busonera, Giovanni,  CRS4), (Cogoni, Marco,  CRS4), (Zanetti, Gianluigi,  CRS4)]",https://doi.org/10.1101/015669 ,"In this report we present a multimarker association tool (Flash) based on a novel algorithm to generate haplotypes from raw genotype data.
It belongs to the entropy minimization class of methods and is composed of a two stage deterministic - heuristic part and of a optional stochastic optimization. This algorithm is able to scale up well to handle huge datasets with faster performance than the competing technologies such as BEAGLE and MACH
while maintaining a comparable accuracy. A quality assessment of the results is carried out by comparing the switch error. Finally, the
haplotypes are used to perform a haplotype-based Genome-wide Association Study (GWAS). The association results are compared with a multimarker and a single SNP association test performed with Plink. 
Our experiments confirm that the multimarker association test can be more powerful than the single SNP one as stated in the literature. Moreover, Flash and Plink show similar results for the multimarker association test but Flash speeds up the computation time of about an order of magnitude using 5 SNP size haplotypes.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print423.pdf,"[( 26 Feb 2015 , 3), ( 17 Apr 2015 , 1), ( 25 Feb 2015 , 9)]"
