Date Posted,Title,Journal,Authors,Link,Abstract,Text,Twitter
"October 26, 2015",Effect of lossy compression of quality scores on variant calling,Briefings In Bioinformatics,"[(Ochoa, Idoia,  Stanford University), (Hernaez, Mikel,  Stanford University), (Goldfeder, Rachel,  Stanford University), (Weissman, Tsachy,  Stanford University), (Ashley, Euan,  Stanford University)]",https://doi.org/10.1101/029843 ,"Recent advancements in sequencing technology have led to a drastic reduction in the cost of genome sequencing. This development has generated an unprecedented amount of genomic data that must be stored, processed, and communicated. To facilitate this effort, compression of genomic files has been proposed. Specifically, lossy compression of quality scores is emerging as a natural candidate for reducing the growing costs of storage. A main goal of performing DNA sequencing in population studies and clinical settings is to identify genetic variation. Though the field agrees that smaller files are advantageous, the cost of lossy compression, in terms of variant discovery, is unclear.
 

Bioinformatic algorithms to identify SNPs and INDELs from next-generation DNA sequencing data use base quality score information; here, we evaluate the effect of lossy compression of quality scores on SNP and INDEL detection. We analyze several lossy compressors introduced recently in the literature. Specifically, we investigate how the output of the variant caller when using the original data (uncompressed) differs from that obtained when quality scores are replaced by those generated by a lossy compressor. Using gold standard genomic datasets such as the GIAB (Genome In A Bottle) consensus sequence for NA12878 and simulated data, we are able to analyze how accurate the output of the variant calling is, both for the original data and that previously lossily compressed. We show that lossy compression can significantly alleviate the storage while maintaining variant calling performance comparable to that with the uncompressed data. Further, in some cases lossy compression can lead to variant calling performance which is superior to that using the uncompressed file. We envisage our findings and framework serving as a benchmark in future development and analyses of lossy genomic data compressors. 

The \emph{Supplementary Data} can be found at \url{http://web.stanford.edu/~iochoa/supplementEffectLossy.zip}.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Briefings In Bioinformatics/Briefings In Bioinformatics1.pdf,"[( 26 Oct 2015 , 11), ( 27 Oct 2015 , 5)]"
"October 26, 2015",Deep neural networks: a new framework for modelling biological vision and brain information processing,Pre print,"[(Kriegeskorte, Nikolaus,  Medical Research Council)]",https://doi.org/10.1101/029876 ,"Recent advances in neural network modelling have enabled major strides in computer vision and other artificial intelligence applications. Human-level visual recognition abilities are coming within reach of artificial systems. Artificial neural networks are inspired by the brain and their computations could be implemented in biological neurons. Convolutional feedforward networks, which now dominate computer vision, take further inspiration from the architecture of the primate visual hierarchy. However, the current models are designed with engineering goals and not to model brain computations. Nevertheless, initial studies comparing internal representations between these models and primate brains find surprisingly similar representational spaces. With human-level performance no longer out of reach, we are entering an exciting new era, in which we will be able to build neurobiologically faithful feedforward and recurrent computational models of how biological brains perform high-level feats of intelligence, including vision.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print822.pdf,"[( 01 Nov 2015 , 2), ( 06 Nov 2015 , 2), ( 26 Oct 2015 , 26), ( 13 Nov 2015 , 1), ( 05 Nov 2015 , 2), ( 28 Oct 2015 , 2), ( 09 Feb 2016 , 5), ( 13 Feb 2016 , 1), ( 27 Oct 2015 , 10), ( 31 Dec 2015 , 1), ( 30 Oct 2015 , 1)]"
"October 26, 2015",A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,Pre print,"[(Stubbs, Alexander L,  University of California Berkeley)]",https://doi.org/10.1101/017756 ,"We present a mechanism by which organisms with only a single photoreceptor, that have a monochromatic view of the world, can achieve color discrimination. The combination of an off axis pupil and the principle of chromatic aberration (where light of different colors focus at different distances behind a lens) can combine to provide color-blind animals with a way to distinguish colors. As a specific example we constructed a computer model of the visual system of cephalopods, (octopus, squid, and cuttlefish) that have a single unfiltered photoreceptor type. Nevertheless, cephalopods dramatically change color both to produce chromatically matched camouflage and to signal conspecifics. This presents a paradox, an apparent ability to determine color in organisms with a monochromatic visual system that has been a long-standing puzzle. We demonstrate that chromatic blurring dominates the visual acuity in these animals, and we quantitatively show how chromatic aberration can be exploited, especially through non axial pupils that are characteristic of cephalopods, to obtain spectral information. This mechanism is consistent with the extensive suite of visual/behavioral and physiological data that have been obtained from cephalopod studies, and resolves the apparent paradox of vivid chromatic behaviors in color-blind animals. Moreover, this proposed mechanism has potential applicability in any organisms with limited photoreceptor complements, such as spiders and dolphins.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print823.pdf,"[( 24 Jan 2017 , 86), ( 06 May 2017 , 1), ( 16 Sep 2016 , 1), ( 14 Jul 2016 , 7), ( 07 May 2017 , 3), ( 12 Jul 2016 , 1), ( 25 Jan 2017 , 1)]"
"October 26, 2015",Evaluation of p53 Immunohistochemical Expression Using Open-Source Software for Digital Image Analysis: A Tissue Microarray Study of Penile Squamous Cell Carcinomas,Pre print,"[(Chaux, Alcides,  Norte University), (Netto, George J,  Johns Hopkins Medical Institutions), (Burnett, Authur L,  Johns Hopkins Medical Institutions)]",https://doi.org/10.1101/029850 ,"The addition of molecular biomarkers is needed to increase the accuracy of pathologic factors as prognosticators of outcome in penile squamous cell carcinomas (SCC). Evaluation of these biomarkers is usually carried out by immunohistochemistry. Herein we assess p53 immunohistochemical expression on tissue samples of penile SCC using freely-available, open-source software packages for digital image analysis. We also compared the results of digital analysis with standard visual estimation. Percentages of p53 positive cells were higher by visual estimation than by digital analysis. However, correlation was high between both methods. Our study shows that evaluation of p53 immunohistochemical expression is feasible using open-source software packages for digital image analysis. Although our analysis was limited to penile SCC, the rationale should also hold for other tumor types in which evaluation of p53 immunohistochemical expression is required. This approach would reduce interobserver variability, and would provide a standardized method for reporting the results of immunohistochemical stains. As these diagnostic tools are freely-available online, researchers and practicing pathologists could incorporate them in their daily practice without increasing diagnostic costs.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print824.pdf,"[( 26 Oct 2015 , 2)]"
"October 26, 2015",Generalized Regressive Motion: a Visual Cue to Collision,Bioinspiration & Biomimetics,"[(Chalupka, Krzysztof,  California Institute of Technology), (Dickinson, Michael,  California Institute of Technology), (Perona, Pietro,  California Institute of Technology)]",https://doi.org/10.1101/029819 ,"Brains and sensory systems evolved to guide motion. Central to this task is controlling the approach to stationary obstacles and detecting moving organisms. Looming has been proposed as the main monocular visual cue for detecting the approach of other animals and avoiding collisions with stationary obstacles. Elegant neural mechanisms for looming detection have been found in the brain of insects and vertebrates. However, looming has not been analyzed in the context of collisions between two moving animals. We propose an alternative strategy, Generalized Regressive Motion (GRM), which is consistent with recently observed behavior in fruit flies. Geometric analysis proves that GRM is a reliable cue to collision among conspecifics, whereas agent-based modeling suggests that GRM is a better cue than looming as a means to detect approach, prevent collisions and maintain mobility.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Bioinspiration & Biomimetics/Bioinspiration & Biomimetics1.pdf,"[( 26 Oct 2015 , 5), ( 28 Oct 2015 , 1), ( 23 Feb 2016 , 1)]"
"October 24, 2015","Changes in Forest Composition, Stem Density, and Biomass from the Settlement Era (1800s) to Present in the Upper Midwestern United States",Pre print,"[(Goring, Simon,  University of Wisconsin - Madison), (Mladenoff, David J,  University of Wisconsin - Madison), (Cogbill, Charles V,  Independent), (Record, Sydne,  Bryn Mawr College), (Paciorek, Christopher J,  University of California - Berkeley), (Jackson, Stephen T,  Department of the Interior Southwest Climate Science Center, U.S. Geological Survey), (Dietze, Michael,  Boston University), (Dawson, Andria,  University of California - Berkeley), (Matthes, Jaclyn,  Dartmouth College), (McLachlan, Jason S,  Notre Dame University), (Williams, John W,  University of Wisconsin - Madison)]",https://doi.org/10.1101/026575 ,"EuroAmerican land use and its legacies have transformed forest structure and composition across the United States (US). More accurate reconstructions of historical states are critical to understanding the processes governing past, current, and future forest dynamics. Gridded (8x8km) estimates of pre-settlement (1800s) forests from the upper Midwestern US (Minnesota, Wisconsin, and most of Michigan) using 19th Century Public Land Survey (PLS) records provide relative composition, biomass, stem density, and basal area for 26 tree genera. This mapping is more robust than past efforts, using spatially varying correction factors to accommodate sampling design, azimuthal censoring, and biases in tree selection.
We compare pre-settlement to modern forests using Forest Inventory and Analysis (FIA) data, with respect to structural changes and the prevalence of lost forests, pre-settlement forests with no current analogue, and novel forests, modern forests with no past analogs. Differences between PLSS and FIA forests are spatially structured as a result of differences in the underlying ecology and land use impacts in the Upper Midwestern United States. Modern biomass is higher than pre-settlement biomass in the northwest (Minnesota and north-eastern Wisconsin, including regions that were historically open savanna), and lower in the east (eastern Wisconsin and Michigan), due to shifts in species composition and, presumably, average stand age. Modern forests are more homogeneous, and ecotonal gradients are more diffuse today than in the past. Novel forest assemblages represent 29% of all FIA cells, while 25% of pre-settlement forests no longer exist in a modern context.
Lost forests are centered around the forests of the Tension Zone, particularly in hemlock dominated forests of north-central Wisconsin, and in oak-elm-basswood forests along the forest-prairie boundary in south central Minnesota and eastern Wisconsin. Novel FIA forest assemblages are distributed evenly across the region, but novelty shows a strong relationship to spatial distance from remnant forests in the upper Midwest, with novelty predicted at between 20 to 60km from remnants, depending on historical forest type.
The spatial relationships between remnant and novel forests, shifts in ecotone structure and the loss of historic forest types point to significant challenges to land managers if landscape restoration is a priority in the region. The spatial signals of novelty and ecological change also point to potential challenges in using modern spatial distributions of species and communities and their relationship to underlying geophysical and climatic attributes in understanding potential responses to changing climate. The signal of human settlement on modern forests is broad, spatially varying and acts to homogenize modern forests relative to their historic counterparts, with significant implications for future management.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print825.pdf,"[( 17 Sep 2015 , 2), ( 25 Oct 2015 , 4), ( 13 Sep 2015 , 4), ( 18 Sep 2015 , 1), ( 11 Sep 2015 , 5)]"
"October 23, 2015",QPot: An R Package for Stochastic Differential Equation Quasi-Potential Analysis,Pre print,"[(Moore, Christopher M.,  Case Western Reserve University), (Stieha, Christopher R.,  Case Western Reserve University), (Nolting, Ben C.,  Case Western Reserve University), (Cameron, Maria K.,  The University of Maryland), (Abbott, Karen C.,  Case Western Reserve University)]",https://doi.org/10.1101/029777 ,"QPot is an R package for analyzing two-dimensional systems of stochastic differential equations. It provides users with a wide range of tools to simulate, analyze, and visualize the dynamics of these systems. One of QPot's key features is the computation of the quasi-potential, an important tool for studying stochastic systems. Quasi-potentials are particularly useful for comparing the relative stabilities of equilibria in systems with alternative stable states. This paper describes QPot's primary functions, and explains how quasi-potentials can yield insights about the dynamics of stochastic systems. Three worked examples guide users through the application of QPot's functions.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print826.pdf,"[( 24 Oct 2015 , 4), ( 25 Oct 2015 , 4), ( 05 Nov 2015 , 1)]"
"October 23, 2015",AOP: An R Package For Sufficient Causal Analysis in Pathway-based Screening of Drugs and Chemicals for Adversity,Pre print,"[(Burgoon, Lyle D,  US Army Engineer Research and Development Center)]",https://doi.org/10.1101/029694 ,"Summary: How can I quickly find the key events in a pathway that I need to monitor to predict that a/an beneficial/adverse event/outcome will occur? This is a key question when using signaling pathways for drug/chemical screening in pharmacology, toxicology and risk assessment. By identifying these sufficient causal key events, we have fewer events to monitor for a pathway, thereby decreasing assay costs and time, while maximizing the value of the information. I have developed the ""aop"" package which uses back-door analysis of causal networks to identify these minimal sets of key events that are sufficient for making causal predictions. 
Availability and Implementation: The source for the aop package is available online at Github at https://github.com/DataSciBurgoon/aop and can be installed using the R devtools package. The aop package runs within the R statistical environment. The package has functions that can take pathways (as directed graphs) formatted as a Cytoscape JSON file as input, or pathways can be represented as directed graphs using the R/Bioconductor ""graph"" package. The ""aop"" package has functions that can perform backdoor analysis to identify the minimal set of key events for making causal predictions.
Contact: lyle.d.burgoon@usace.army.mil",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print827.pdf,"[( 23 Oct 2015 , 4), ( 26 Oct 2015 , 1)]"
"October 23, 2015",AN EXTENSION OF THE FRI FRAMEWORK FOR CALCIUM TRANSIENT DETECTION,Pre print,"[(Reynolds, Stephanie,  Imperial College London), (Copeland, Caroline S,  Imperial College London), (Schultz, Simon R,  Imperial College London), (Dragotti, Pier Luigi,  Imperial College London)]",https://doi.org/10.1101/029751 ,"Two-photon calcium imaging of the brain allows the spatiotemporal activity of neuronal networks to be monitored at cellular resolution. In order to analyse this activity it must first be possible to detect, with high temporal resolution, spikes from the time series corresponding to single neurons. Previous work has shown that finite rate of innovation (FRI) theory can be used to reconstruct spike trains from noisy calcium imaging data. In this paper we extend the FRI framework for spike detection from calcium imaging data to encompass data generated by a larger class of calcium indicators, including the genetically encoded indicator GCaMP6s. Furthermore, we implement least squares model-order estimation and perform a noise reduction procedure ('pre-whitening') in order to increase the robustness of the algorithm. We demonstrate high spike detection performance on real data generated by GCaMP6s, detecting 90% of electrophysiologically-validated spikes.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Pre print/Pre print828.pdf,"[( 20 Feb 2016 , 2), ( 23 Oct 2015 , 2), ( 24 Oct 2015 , 1)]"
"October 23, 2015",Single molecule targeted sequencing for cancer gene mutation detection,Scientific Reports,"[(Gao, Yan,  1Direct Genomics Co., Ltd,Shenzhen, Guangdong, China), (Deng, Liwei,  1Direct Genomics Co., Ltd. Shenzhen, Guangdong, China), (Yan, Qin,  1Direct Genomics Co., Ltd. Shenzhen, Guangdong, China), (Wu, Yongqian,  2Institute of Advanced Materials, Ninjing Tech University, Nanjing, Jiangsu, China), (Cai, Zengding,  1Direct Genomics Co., Ltd. Shenzhen, Guangdong, China), (Ji, Jinsen,  1Direct Genomics Co., Ltd. Shenzhen, Guangdong, China), (Li, Daorui,  2Institute of Advanced Materials, Ninjing Tech University, Nanjing, Jiangsu, China), (Jin, Gailing,  2Institute of Advanced Materials, Ninjing Tech University, Nanjing, Jiangsu, China), (Zhao, Ping,  2Institute of Advanced Materials, Ninjing Tech University, Nanjing, Jiangsu, China), (Liu, Huan,  2Institute of Advanced Materials, Ninjing Tech University, Nanjing, Jiangsu, China), (Deem, Luyang,  Chemistry Department, North Carolina State University, Raleigh, NC, USA), (He, Song,  Clinical Medical Research Center, the Second Clinical Medical College of Jinan University)]",https://doi.org/10.1101/029686 ,"With the rapid decline cost of sequencing, it is now clinically affordable to examine multiple genes in a single disease-targeted test using next generation sequencing. Current targeted sequencing methods require a separate step of targeted capture enrichment during sample preparation before sequencing, and the library preparation process is labor intensive and time consuming. Here, we introduced an amplification-free Single Molecule Targeted Sequencing (SMTS) technology, which combined targeted capture and sequencing in one step. We demonstrated that this technology can detect low-frequency mutations of cancer genes. SMTS has several advantages, namely that it requires little sample preparation and avoids biases and errors introduced by PCR reaction. This technology can be applied in cancer gene mutation detection, inherited condition screening and high-resolution human leukocyte antigen (HLA) typing.",/Users/lynnyi/Documents/Projects/biorxiv-data-mining/downloads/Scientific Reports/Scientific Reports34.pdf,"[( 29 Oct 2015 , 1), ( 23 Oct 2015 , 2), ( 26 Oct 2015 , 1), ( 28 Oct 2015 , 2), ( 27 Oct 2015 , 1)]"
